City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,Caravelas,-17.71,-39.25,80.51,78,88,16.6,BR,1603908738
281,Ilulissat,69.22,-51.1,17.6,52,75,6.93,GL,1603908698
282,Parian Dakula,5.56,120.77,82.74,79,100,5.14,PH,1603908738
283,Novikovo,51.15,37.89,44.24,61,0,8.55,RU,1603908738
284,Cherskiy,68.75,161.3,4.37,94,95,6.24,RU,1603908738
285,Taiyuan,37.87,112.56,44.6,87,40,2.24,CN,1603908738
286,Ossora,59.24,163.07,30.92,92,20,3.94,RU,1603908724
287,New Philadelphia,40.49,-81.45,53.01,87,90,4.7,US,1603908738
288,Bud,39.45,-86.18,51.01,87,90,1.83,US,1603908738
289,Bodden Town,19.28,-81.25,89.6,66,40,12.75,KY,1603908496
290,Saldanha,-33.01,17.94,62.6,63,100,4.7,ZA,1603908738
291,Clyde River,70.47,-68.59,15.8,78,75,17.22,CA,1603908738
292,Egvekinot,66.32,-179.17,15.84,93,77,1.1,RU,1603908738
293,Lomas de Sargentillo,-1.88,-80.08,84.2,58,40,5.82,EC,1603908738
294,Uray,60.12,64.78,29.59,99,100,6.6,RU,1603908739
295,Orta Nova,41.33,15.71,57.2,87,40,14.99,IT,1603908739
296,Nampula,-15.12,39.27,75.2,73,75,10.29,MZ,1603908739
297,Saint-Philippe,-21.36,55.77,73.4,73,0,10.29,RE,1603908666
298,Thinadhoo,0.53,72.93,83.59,74,49,10.74,MV,1603908739
299,Kruisfontein,-34.0,24.73,64.99,87,86,1.01,ZA,1603908739
300,Prado,-17.34,-39.22,80.74,79,93,19.06,BR,1603908739
301,Andra,62.51,65.89,22.93,97,100,11.81,RU,1603908726
302,Saint-Augustin,51.23,-58.65,33.51,75,6,8.86,CA,1603908739
303,Kodinsk,58.69,99.18,34.68,89,100,4.45,RU,1603908739
304,Zhuhai,22.28,113.57,75.2,83,40,17.22,CN,1603908721
305,Westport,41.14,-73.36,54.0,93,90,8.05,US,1603908662
306,Ciudad Bolivar,8.12,-63.55,92.44,43,47,6.33,VE,1603908739
307,Asău,46.43,26.4,51.01,96,54,1.03,RO,1603908739
308,Jalu,29.03,21.55,72.7,46,0,19.93,LY,1603908739
309,Nakamura,32.98,132.93,55.96,69,28,4.56,JP,1603908739
310,Sur,22.57,59.53,72.21,60,0,1.97,OM,1603908737
311,Sumbe,-11.21,13.84,76.24,87,79,7.07,AO,1603908740
312,Karachi,24.91,67.08,75.2,69,0,5.82,PK,1603908509
313,Maumere,-8.62,122.21,80.29,77,93,3.0,ID,1603908740
314,Ugoofaaru,5.67,73.0,83.01,72,53,6.38,MV,1603908740
315,Yārāda,17.65,83.27,81.55,60,6,8.61,IN,1603908740
316,Kamienna Góra,50.78,16.03,46.0,78,100,9.48,PL,1603908740
317,Kieta,-6.22,155.63,78.87,77,100,3.74,PG,1603908740
318,Portalegre,39.29,-7.43,62.01,86,76,3.0,PT,1603908740
319,Lokosovo,61.13,74.82,7.2,93,0,7.61,RU,1603908740
320,Wanning,18.8,110.4,78.31,88,57,16.58,CN,1603908740
321,Campobello di Licata,37.26,13.92,68.0,64,20,8.05,IT,1603908740
322,Manaus,-3.1,-60.02,89.6,70,40,4.7,BR,1603908740
323,San Ignacio,17.16,-89.07,86.0,74,75,4.7,BZ,1603908740
324,Baghdad,33.34,44.4,69.8,40,52,7.09,IQ,1603908462
325,Port Hedland,-20.32,118.57,71.6,88,0,5.82,AU,1603908741
326,Wadi Maliz,36.47,8.55,64.4,68,40,3.36,TN,1603908741
327,Slave Lake,55.28,-114.77,32.0,74,75,3.36,CA,1603908741
328,Harsīn,34.27,47.59,55.4,16,0,4.7,IR,1603908741
329,Urusha,54.05,122.9,12.18,94,3,2.59,RU,1603908741
330,Guanay,-15.5,-67.88,99.21,29,44,4.41,BO,1603908741
331,Sepuka,-4.75,34.53,68.79,56,76,7.38,TZ,1603908741
332,Praia da Vitória,38.73,-27.07,69.8,56,20,16.44,PT,1603908741
333,Lagoa,39.05,-27.98,64.11,70,9,9.4,PT,1603908741
334,Provost,52.35,-110.27,35.6,69,52,12.75,CA,1603908741
335,Ballitoville,-29.54,31.21,75.2,88,0,10.29,ZA,1603908741
336,Waingapu,-9.66,120.26,79.99,77,87,5.66,ID,1603908741
337,Lata,40.16,-8.33,64.0,80,80,1.01,PT,1603908741
338,Floreşti,47.89,28.3,55.0,79,29,2.48,MD,1603908536
339,Thunder Bay,48.4,-89.32,39.0,74,90,9.17,CA,1603908703
340,Texas City,29.38,-94.9,55.4,87,90,23.04,US,1603908442
341,Srednekolymsk,67.45,153.68,6.04,94,91,4.09,RU,1603908742
342,College,64.86,-147.8,14.0,92,40,2.33,US,1603908742
343,Fortuna,40.6,-124.16,63.0,36,1,4.43,US,1603908742
344,Grafton,42.21,-71.69,48.99,93,90,4.7,US,1603908742
345,Coahuayana Viejo,18.73,-103.68,78.8,78,40,4.54,MX,1603908742
346,Kodīnar,20.79,70.7,78.87,65,0,4.9,IN,1603908742
347,Kolokani,13.57,-8.03,85.57,14,0,6.2,ML,1603908742
348,Blahodatne,50.66,24.25,51.08,87,99,7.07,UA,1603908742
349,Kushima,31.46,131.23,65.32,77,61,3.85,JP,1603908742
350,Shwebo,22.57,95.7,76.8,88,73,0.92,MM,1603908742
351,Tambo,-14.8,-73.92,52.14,43,1,13.78,PE,1603908742
352,Port-Gentil,-0.72,8.78,75.2,100,90,11.41,GA,1603908742
353,Yumaguzino,52.9,56.39,31.33,90,0,0.89,RU,1603908742
354,Minas,-34.38,-55.24,59.0,100,90,14.99,UY,1603908742
355,Sampit,-2.53,112.95,74.82,95,77,1.92,ID,1603908742
356,Dunedin,-45.87,170.5,48.99,82,98,8.01,NZ,1603908743
357,Vostok,46.49,135.88,29.01,100,91,4.0,RU,1603908743
358,Toora-Khem,52.47,96.11,28.63,94,65,5.7,RU,1603908743
359,Baoding,38.85,115.49,51.39,38,89,1.23,CN,1603908743
360,Pringsewu,-5.36,104.97,74.48,90,59,4.23,ID,1603908743
361,Buala,-8.14,159.59,80.64,78,77,2.95,SB,1603908743
362,Kenai,60.55,-151.26,28.0,92,90,4.7,US,1603908743
363,Takoradze,4.88,-1.76,78.17,87,35,10.38,GH,1603908743
364,Labuhan,-6.88,112.21,79.43,84,96,7.4,ID,1603908743
365,Ukiah,39.15,-123.21,73.0,40,1,1.74,US,1603908743
366,Halifax,44.65,-63.57,43.0,52,40,8.05,CA,1603908730
367,Yelizovo,53.19,158.38,33.8,100,94,4.47,RU,1603908743
368,Vardø,70.37,31.11,33.8,79,75,19.46,NO,1603908743
369,Camacha,33.08,-16.33,68.0,77,40,9.17,PT,1603908743
370,Kamenka,51.32,42.77,34.0,61,0,10.0,RU,1603908743
371,Mount Gambier,-37.83,140.77,46.4,100,40,8.05,AU,1603908676
372,Bouna,9.27,-3.0,82.99,36,15,5.12,CI,1603908672
373,Qidong,31.81,121.66,64.99,89,99,11.65,CN,1603908743
374,Prachuap Khiri Khan,12.22,99.75,72.64,95,100,3.2,TH,1603908744
375,Ekhabi,53.51,142.97,34.25,92,98,2.91,RU,1603908744
376,Kapit,2.02,112.93,74.34,94,95,1.14,MY,1603908548
377,Gronau,52.2,7.03,50.0,89,93,1.01,DE,1603908744
378,Ntoum,0.38,9.78,78.8,88,75,6.93,GA,1603908744
379,Tual,-5.67,132.75,82.42,75,100,7.52,ID,1603908744
380,Toyota,35.08,137.15,60.01,82,0,11.41,JP,1603908744
381,St. George's,12.06,-61.75,87.8,74,20,19.46,GD,1603908713
382,Roald,62.58,6.13,48.2,66,40,12.75,NO,1603908737
383,Leningradskiy,69.38,178.42,18.59,89,100,7.07,RU,1603908744
384,Meulaboh,4.14,96.13,76.93,85,100,3.27,ID,1603908744
385,Wilmington,34.23,-77.94,82.0,54,1,4.7,US,1603908627
386,Cross Lanes,38.42,-81.79,63.0,82,90,5.17,US,1603908744
387,Kericho,-0.37,35.28,59.22,97,89,2.93,KE,1603908744
388,Benguela,-12.58,13.41,76.93,78,27,5.77,AO,1603908744
389,Calabozo,8.92,-67.43,88.56,61,51,5.03,VE,1603908745
390,Clearwater,27.97,-82.8,90.0,55,57,11.41,US,1603908680
391,Ubari,26.59,12.78,71.33,30,0,8.23,LY,1603908745
392,Tiznit Province,29.58,-9.5,72.41,41,42,3.4,MA,1603908745
393,Qandala,11.47,49.87,78.85,66,39,4.16,SO,1603908745
394,Gravdal,68.12,13.5,42.8,87,75,5.82,NO,1603908745
395,Te Anau,-45.42,167.72,46.02,89,70,1.39,NZ,1603908745
396,Kungurtug,50.6,97.52,31.23,81,100,2.35,RU,1603908745
397,Ambilobe,-13.2,49.05,77.23,70,52,3.78,MG,1603908745
398,Bereda,43.27,-7.54,55.0,90,91,5.99,ES,1603908745
399,Samarinda,-0.5,117.15,74.28,94,24,0.94,ID,1603908745
400,Moctezuma,29.8,-109.67,63.57,28,0,6.38,MX,1603908745
401,Ballina,-28.87,153.57,64.4,93,75,1.12,AU,1603908746
402,Bambanglipuro,-7.95,110.28,78.04,86,98,6.4,ID,1603908746
403,Grand Gaube,-20.01,57.66,73.0,73,86,5.01,MU,1603908746
404,Mocuba,-16.84,36.99,74.68,76,42,6.93,MZ,1603908746
405,Poquoson,37.12,-76.35,75.99,73,1,10.29,US,1603908499
406,Berlevåg,70.86,29.09,39.2,80,75,12.75,NO,1603908746
407,Sakaiminato,35.55,133.23,57.2,93,75,3.36,JP,1603908746
408,Lamar,33.67,-95.58,46.4,93,90,9.17,US,1603908746
409,Enniscorthy,52.5,-6.56,48.99,75,40,16.11,IE,1603908746
410,Iralaya,15.0,-83.23,84.67,75,100,7.27,HN,1603908746
411,Geraldton,-28.77,114.6,59.0,77,0,10.29,AU,1603908746
412,Miandrivazo,-19.52,45.47,84.58,46,42,4.68,MG,1603908746
413,Santa Vitória,-18.84,-50.12,85.26,57,38,9.73,BR,1603908746
414,Norwalk,33.9,-118.08,72.0,28,1,4.7,US,1603908686
415,Nueva Loja,0.08,-76.88,87.8,66,75,8.05,EC,1603908747
416,Poya,-21.35,165.15,71.47,80,2,5.61,NC,1603908747
417,Itapipoca,-3.49,-39.58,92.62,41,41,10.45,BR,1603908747
418,Kutum,14.2,24.67,81.66,18,84,16.04,SD,1603908747
419,Union,40.63,-74.27,55.99,93,90,3.36,US,1603908694
420,Feleacu,46.72,23.62,48.2,100,90,1.79,RO,1603908747
421,Birjand,32.87,59.22,51.8,34,0,9.17,IR,1603908747
422,Koulikoro,14.0,-7.75,82.92,15,0,4.38,ML,1603908747
423,Sanjwal,33.76,72.43,64.0,58,12,8.05,PK,1603908747
424,Hudson Bay,52.85,-102.38,26.2,90,72,2.19,CA,1603908747
425,Hervey Bay,-25.3,152.85,68.0,87,20,1.01,AU,1603908747
426,Banjar,-8.19,114.97,80.6,100,75,2.24,ID,1603908747
427,Grimshaw,56.18,-117.6,30.2,100,20,10.29,CA,1603908748
428,Goya,-29.14,-59.26,87.78,38,0,6.11,AR,1603908748
429,Kayes,14.0,-11.0,90.99,13,73,5.21,ML,1603908748
430,Binabalian Ricor,16.42,119.93,81.45,80,100,9.62,PH,1603908748
431,Nizhnyaya Poyma,56.16,97.19,35.76,81,100,8.41,RU,1603908748
432,Plainview,40.78,-73.47,57.2,87,90,8.05,US,1603908748
433,Shingū,33.73,135.98,57.51,81,43,5.97,JP,1603908748
434,Lorengau,-2.02,147.27,80.51,75,95,3.56,PG,1603908748
435,Mitsamiouli,-11.38,43.28,79.09,73,61,3.69,KM,1603908748
436,Moerai,-22.43,-151.33,77.74,85,98,19.66,PF,1603908681
437,Tirat Carmel,32.76,34.97,78.8,74,20,9.17,IL,1603908748
438,Emporia,38.4,-96.18,41.0,60,90,8.05,US,1603908748
439,Zima,53.92,102.04,33.01,94,94,8.03,RU,1603908748
440,Yichun,47.7,128.9,26.35,96,54,4.34,CN,1603908749
441,Port Blair,11.67,92.75,80.49,79,99,4.63,IN,1603908670
442,Amahai,-3.33,128.92,81.0,94,99,3.0,ID,1603908486
443,Ponta Delgada,37.73,-25.67,66.2,63,75,10.29,PT,1603908689
444,Rolla,37.95,-91.77,51.01,87,90,6.93,US,1603908661
445,Padang,-0.95,100.35,77.74,71,92,4.38,ID,1603908749
446,Half Moon Bay,37.46,-122.43,68.0,42,1,5.82,US,1603908749
447,Saint Anthony,45.02,-93.22,41.0,60,90,5.82,US,1603908749
448,Banda Aceh,5.56,95.32,80.71,73,100,12.24,ID,1603908750
449,Tilichiki,60.47,166.1,20.8,90,0,7.09,RU,1603908750
450,Biltine,14.53,20.92,89.76,16,0,8.77,TD,1603908750
451,Nabire,-3.37,135.48,76.69,84,100,3.74,ID,1603908750
452,Abu Dhabi,24.47,54.37,82.4,58,0,9.17,AE,1603908750
453,Emba,48.83,58.14,36.55,74,0,1.16,KZ,1603908548
454,Mikuni,36.22,136.15,57.2,87,75,8.05,JP,1603908750
455,Tuy Hoa,13.08,109.3,75.87,79,56,3.56,VN,1603908750
456,Nanortalik,60.14,-45.24,33.37,91,100,13.18,GL,1603908750
457,Pandan,14.05,124.17,80.69,81,96,4.7,PH,1603908750
458,Martapura,-3.42,114.85,75.2,94,63,1.77,ID,1603908750
459,Gamba,-2.65,10.0,75.25,90,100,3.04,GA,1603908750
460,Bathsheba,13.22,-59.52,80.6,88,40,21.92,BB,1603908751
461,Rayong,12.83,101.43,82.0,83,100,3.94,TH,1603908751
462,Plettenberg Bay,-34.05,23.37,62.6,80,85,2.37,ZA,1603908751
463,Salalah,17.02,54.09,82.4,78,40,8.05,OM,1603908751
464,Anamalais,10.58,76.93,78.8,78,40,1.32,IN,1603908751
465,Catherinas Lust,6.4,-57.6,86.59,64,48,8.61,GY,1603908751
466,Havre-St-Pierre,50.23,-63.6,28.4,68,40,6.93,CA,1603908751
467,Weihe,33.0,105.32,42.96,88,91,1.28,CN,1603908751
468,Lanzhou,36.06,103.79,44.01,79,0,2.01,CN,1603908751
469,Oussouye,12.48,-16.55,95.0,70,0,4.7,SN,1603908751
470,Broken Hill,-31.95,141.43,57.2,58,33,4.7,AU,1603908751
471,Iida,35.52,137.82,48.0,94,71,2.26,JP,1603908752
472,Hargeisa,9.56,44.06,65.62,68,27,12.44,SO,1603908752
473,Dabakala,8.37,-4.43,81.3,54,0,2.8,CI,1603908752
474,Borskoye,53.03,51.72,32.65,90,93,4.88,RU,1603908752
475,Peleduy,59.63,112.74,11.17,94,4,5.73,RU,1603908752
476,Moindou,-21.69,165.68,69.8,73,0,4.7,NC,1603908752
477,Los Llanos de Aridane,28.66,-17.92,71.6,64,75,10.29,ES,1603908752
478,Nha Trang,12.25,109.18,82.4,74,40,8.05,VN,1603908752
479,Harper,4.38,-7.72,79.07,83,19,6.33,LR,1603908667
480,Petropavlovsk-Kamchatskiy,53.05,158.65,33.8,100,91,4.47,RU,1603908671
481,Oranjestad,12.52,-70.03,87.8,62,40,16.11,AW,1603908491
482,Ixtapa,20.7,-105.2,87.01,66,5,3.36,MX,1603908753
483,Maxixe,-23.86,35.35,77.0,78,75,6.93,MZ,1603908753
484,Troitskoye,52.98,84.68,30.06,98,100,15.08,RU,1603908753
485,Kazachinskoye,57.7,93.28,33.31,90,38,11.05,RU,1603908753
486,Farmington,36.73,-108.22,39.99,69,1,9.17,US,1603908641
487,Kokopo,-4.35,152.26,76.89,85,94,4.59,PG,1603908753
488,Usinsk,65.99,57.53,35.29,98,100,18.21,RU,1603908753
489,Oktyabr'skoye,43.06,44.74,42.8,93,21,4.47,RU,1603908753
490,Port Hope,43.94,-82.71,50.0,49,1,17.22,US,1603908753
491,Yemel'yanovo,56.17,92.68,35.6,64,0,8.95,RU,1603908753
492,Karasjok,69.47,25.51,23.0,85,0,3.36,NO,1603908753
493,Aras,42.56,-2.36,62.01,67,20,1.12,ES,1603908753
494,Nemuro,43.32,145.57,52.59,70,27,18.16,JP,1603908754
495,Mutatá,7.24,-76.44,84.69,74,76,2.28,CO,1603908754
496,Leh,34.17,77.58,33.69,63,0,4.9,IN,1603908754
497,Jiayuguan City,39.82,98.3,41.11,60,0,5.75,CN,1603908754
498,Viedma,-40.81,-63.0,63.0,37,28,8.99,AR,1603908623
499,Shakawe,-18.37,21.85,83.32,21,61,2.59,BW,1603908754
500,Jūnāgarh,19.87,82.93,69.98,66,0,1.14,IN,1603908754
501,Currais Novos,-6.26,-36.52,94.01,27,37,16.73,BR,1603908754
502,Shar,49.59,81.05,30.52,98,97,7.81,KZ,1603908755
503,Manadhoo,5.77,73.38,83.07,74,57,7.85,MV,1603908755
504,Puri,19.8,85.85,77.45,53,0,5.64,IN,1603908755
505,Vanavara,60.34,102.28,23.29,97,100,11.03,RU,1603908755
506,Sechura,-5.56,-80.82,78.6,51,44,15.61,PE,1603908755
507,Dzaoudzi,-12.79,45.27,80.6,78,20,4.7,YT,1603908755
508,Uithoorn,52.24,4.83,50.0,93,20,14.99,NL,1603908755
509,Zhangye,38.93,100.45,44.98,50,0,6.35,CN,1603908755
510,Ternate,0.8,127.4,80.78,76,100,3.42,ID,1603908756
511,Jaru,-10.44,-62.47,99.86,34,55,5.3,BR,1603908756
512,Tanout,14.97,8.89,85.41,15,0,8.75,NE,1603908756
513,el Prat de Llobregat,41.33,2.09,64.99,72,20,4.7,ES,1603908756
514,Anloga,5.79,0.9,80.6,74,20,4.7,GH,1603908756
515,Mandalay,21.97,96.08,76.39,72,86,2.08,MM,1603908548
516,Birobidzhan,48.8,132.95,35.83,93,96,4.47,RU,1603908756
517,Iqaluit,63.75,-68.51,17.6,61,90,9.17,CA,1603908756
518,Keti Bandar,24.14,67.45,79.36,65,0,8.79,PK,1603908756
519,Kurayoshi,35.43,133.82,57.2,93,75,3.36,JP,1603908756
520,Lyngseidet,69.58,20.22,33.01,83,20,10.29,NO,1603908756
521,Luanda,-8.84,13.23,78.8,83,75,10.29,AO,1603908524
522,Jagüey Grande,22.53,-81.13,86.0,70,75,9.17,CU,1603908756
523,Ketchikan,55.34,-131.65,42.8,100,90,4.7,US,1603908757
524,Chapada dos Guimarães,-15.46,-55.75,96.8,39,40,14.99,BR,1603908757
525,Mint Hill,35.18,-80.65,70.0,88,90,3.36,US,1603908469
526,Saint-Pierre,-21.34,55.48,73.4,73,0,12.75,RE,1603908757
527,Carballo,43.21,-8.69,57.2,82,40,4.7,ES,1603908757
528,Auki,-8.77,160.7,78.62,83,100,5.7,SB,1603908757
529,Río Gallegos,-51.62,-69.22,55.4,28,40,36.91,AR,1603908757
530,Bāniyās,35.18,35.95,75.2,83,40,3.36,SY,1603908757
531,Walvis Bay,-22.96,14.51,59.0,87,16,5.99,NA,1603908758
532,Barinas,8.62,-70.21,87.04,66,13,5.14,VE,1603908758
533,Puerto Escondido,15.85,-97.07,86.0,62,40,5.75,MX,1603908758
534,Tocopilla,-22.09,-70.2,67.87,42,16,6.55,CL,1603908758
535,Palmer,42.16,-72.33,48.99,93,90,1.41,US,1603908758
536,Sibolga,1.74,98.78,77.31,79,100,2.84,ID,1603908698
537,Villazón,-22.09,-65.59,63.27,19,0,8.21,BO,1603908758
538,Ahipara,-35.17,173.17,59.68,91,60,4.21,NZ,1603908758
539,Kisangani,0.52,25.2,71.96,90,82,2.3,CD,1603908758
540,Antalaha,-14.9,50.28,73.47,83,0,8.19,MG,1603908758
541,Iranshahr,27.2,60.68,77.0,8,0,6.93,IR,1603908758
542,Alekseyevskoye,55.31,50.11,33.8,74,0,8.95,RU,1603908758
543,Shache,38.42,77.24,39.69,61,96,2.51,CN,1603908758
544,Waipawa,-41.41,175.52,55.4,87,97,3.36,NZ,1603908759
545,Dolní Němčí,48.97,17.59,48.0,99,55,1.99,CZ,1603908759
546,Pampa,35.54,-100.96,32.0,100,90,6.55,US,1603908759
547,Paamiut,61.99,-49.67,28.08,88,100,11.88,GL,1603908759
548,Guiratinga,-16.35,-53.76,76.1,85,93,9.53,BR,1603908759
549,Rocha,-34.48,-54.33,64.58,87,88,14.25,UY,1603908566
550,Urengoy,65.97,78.37,-2.78,89,0,8.46,RU,1603908759
551,Aswān,24.09,32.91,87.15,16,0,12.33,EG,1603908759
552,Bonfim,3.08,-59.95,94.5,42,94,3.44,BR,1603908759
553,Batagay,67.63,134.63,0.99,92,100,1.99,RU,1603908760
554,Aleksandrov Gay,50.15,48.57,38.91,69,59,8.25,RU,1603908760
555,Kazygurt,41.76,69.39,41.0,41,0,4.7,KZ,1603908760
556,Omsukchan,62.53,155.8,7.92,72,0,1.14,RU,1603908760
557,Huai'an,33.59,119.02,57.0,68,60,6.8,CN,1603908760
558,Ilula,-7.68,36.04,71.6,53,20,9.17,TZ,1603908760
559,Babaeski,41.43,27.09,61.66,81,87,8.63,TR,1603908760
560,Segamat,2.51,102.82,82.4,83,20,2.24,MY,1603908760
561,Nara,34.69,135.8,57.99,78,42,1.63,JP,1603908760
562,Boshnyakovo,49.63,142.17,37.29,86,97,7.76,RU,1603908760
